ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HD-831-40683,HD,9,10,CA,5,A,05/20/11,05/24/11,8,10,01/17/10,01/17/10,7,3,01/16/10,Southern California,0,East Coast,5-8,>8,,May,5-8,5-8,5-8-5-8,H,1,0.008281573,0.8,2,1
HD-965-40683,HD,7,8,CA,5,A,05/20/11,05/24/11,8,10,01/27/10,01/27/10,5,1,01/16/10,Southern California,0,East Coast,5-8,>8,5-8->8,May,5-8,5-8,5-8-5-8,H,1,0.008281573,0.8,2,1
HD-2855-40677,HD,9,9,KY,5,T,05/14/11,05/18/11,113,122,01/29/10,08/06/10,13,7,01/16/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.163141994,0.923076923,9,1
HG-4022-40601,HG,3,3,CA,3,A,02/27/11,03/01/11,43,44,,09/29/10,1,2,01/16/10,Southern California,1,CA History,<5,<5,,March,1,5-8,1-5-8,H,0,0.195652174,0.97826087,1,0
HC-165-40590,HC,8,8,CA,6,A,02/16/11,02/21/11,152,166,02/08/10,09/05/10,38,11,01/19/10,Southern California,0,East Coast,5-8,5-8,,February,5-8,>8,5-8->8,H,0,0.060593397,0.911949686,14,1
HD-740-40628,HD,8,8,RI,4,T,03/26/11,03/29/11,199,225,05/15/10,10/14/10,5,29,01/19/10,Other,0,East Coast,5-8,5-8,,March,<5,5-8,<5-5-8,H,0,0.165833333,0.884444444,26,1
HC-2590-40590,HC,7,7,CA,6,A,02/16/11,02/21/11,152,166,01/31/10,08/28/10,40,17,01/19/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,February,5-8,5-8,5-8-5-8,H,1,0.060593397,0.911949686,14,1
HD-2663-40628,HD,7,7,RI,4,T,03/26/11,03/29/11,199,225,05/14/10,10/13/10,5,21,01/19/10,Other,0,East Coast,5-8,5-8,,March,<5,<5,<5-<5,H,1,0.165833333,0.884444444,26,1
HN-308-40613,HN,8,8,TN,4,A,03/11/11,03/14/11,12,14,01/25/10,08/26/10,4,1,01/20/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.01625,0.866666667,2,0
HD-551-40706,HD,8,8,WI,4,A,06/12/11,06/15/11,11,12,01/21/10,08/26/10,2,2,01/20/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.014326648,0.909090909,1,1
HN-1288-40700,HN,9,12,TX,4,A,06/06/11,06/09/11,14,15,01/26/10,08/27/10,4,2,01/20/10,Dallas,0,East Coast,>8,>8,,June,>8,>8,>8->8,H,1,0.01187447,0.933333333,1,0
SK-1293-40713,SK,5,6,OR,5,A,06/19/11,06/23/11,9,10,01/27/10,08/23/10,0,0,01/20/10,Pacific Northwest,0,West,5-8,5-8,,June,Undefined,Undefined,Undefined-Undefined,S,1,NA,0.9,1,0
HD-1905-40697,HD,6,7,IL,4,A,06/03/11,06/06/11,46,51,01/29/10,08/31/10,3,6,01/20/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.188235294,0.905660377,5,0
HD-1911-40705,HD,7,8,CA,5,A,06/11/11,06/15/11,10,12,01/23/10,09/01/10,5,2,01/20/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,2,2,2-2,H,1,0.022222222,0.833333333,2,0
HD-2164-40705,HD,7,8,CA,5,A,06/11/11,06/15/11,9,11,01/21/10,08/30/10,4,1,01/20/10,Northern California,0,East Coast,5-8,5-8,,June,2,2,2-2,H,1,0.022222222,0.833333333,2,0
HD-2737-40706,HD,8,8,WI,4,A,06/12/11,06/15/11,9,10,01/25/10,08/30/10,2,0,01/20/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.014326648,0.909090909,1,1
HC-2849-40699,HC,7,7,TX,5,A,06/05/11,06/09/11,48,51,02/26/10,08/13/10,18,2,01/20/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.062653563,0.944444444,3,1
HD-2936-40697,HD,7,8,IL,4,A,06/03/11,06/06/11,46,51,01/23/10,08/25/10,2,6,01/20/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.188235294,0.905660377,5,0
HC-3113-40677,HC,8,8,WA,10,A,05/14/11,05/23/11,20,21,01/24/10,01/24/10,0,0,01/20/10,Pacific Northwest,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.063694268,0.952380952,1,1
HC-3681-40677,HC,9,9,WA,10,A,05/14/11,05/23/11,19,20,01/23/10,01/23/10,0,0,01/20/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.063694268,0.952380952,1,1
SK-3820-40620,SK,7,7,IL,5,A,03/18/11,03/22/11,14,15,02/21/10,08/11/10,1,0,01/20/10,Other,0,West,5-8,5-8,,March,5-8,5-8,5-8-5-8,S,1,0.014285714,0.9375,1,1
HC-266-40691,HC,7,7,SD,5,A,05/28/11,06/01/11,113,123,02/02/10,08/21/10,5,11,01/21/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.201694915,0.92248062,10,1
HC-541-40704,HC,7,8,CA,6,A,06/10/11,06/15/11,14,15,03/22/10,09/15/10,12,2,01/21/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,June,2,2,2-2,H,1,0.011666667,0.933333333,1,0
HD-566-40639,HD,8,8,TX,6,A,04/06/11,04/11/11,30,35,01/23/10,08/15/10,1,6,01/21/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,H,1,0.070422535,0.857142857,5,1
HD-811-40696,HD,7,7,TX,4,A,06/02/11,06/05/11,98,112,03/01/10,08/27/10,15,11,01/21/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.222488038,0.869158879,14,1
HD-1009-40698,HD,9,9,TX,4,A,06/04/11,06/07/11,62,66,01/22/10,08/10/10,10,5,01/21/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.147619048,0.939393939,4,1
HC-1145-40631,HC,8,8,CA,6,A,03/29/11,04/03/11,70,77,04/21/10,08/23/10,8,7,01/21/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.048515568,0.905405405,7,1
HD-1578-40698,HD,9,9,TX,4,A,06/04/11,06/07/11,62,66,01/26/10,08/14/10,9,3,01/21/10,Houston,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.147619048,0.939393939,4,1
HD-1797-40639,HD,9,9,TX,6,A,04/06/11,04/11/11,30,35,01/26/10,08/18/10,0,6,01/21/10,Houston,0,East Coast,5-8,5-8,,April,1,1,1-1,H,1,0.070422535,0.857142857,5,1
HD-1805-40683,HD,8,9,IA,4,A,05/20/11,05/23/11,28,30,01/22/10,08/01/10,7,3,01/21/10,Other,0,East Coast,5-8,>8,,May,1,1,1-1,H,1,0.062222222,0.933333333,2,0
HC-1866-40631,HC,8,8,CA,6,A,03/29/11,04/03/11,70,77,04/19/10,08/21/10,8,6,01/21/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.048515568,0.905405405,7,1
HD-2069-40702,HD,7,8,MN,4,A,06/08/11,06/11/11,36,40,01/28/10,09/01/10,3,3,01/21/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.04,0.894736842,4,0
HC-2559-40691,HC,7,7,SD,5,A,05/28/11,06/01/11,125,135,02/07/10,08/26/10,3,10,01/21/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.201694915,0.92248062,10,1
HD-2695-40702,HD,6,7,MN,4,A,06/08/11,06/11/11,34,38,02/03/10,09/07/10,3,5,01/21/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.04,0.894736842,4,0
HC-2873-40624,HC,7,8,ID,6,A,03/22/11,03/27/11,9,10,01/29/10,09/03/10,7,2,01/21/10,Other,0,East Coast,5-8,>8,,March,5-8,>8,5-8->8,H,0,0.01171875,0.9,1,0
HD-2934-40619,HD,7,7,CA,6,A,03/17/11,03/22/11,15,19,04/25/10,08/28/10,6,5,01/21/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.064,0.8,4,1
HD-3098-40696,HD,8,8,TX,4,A,06/02/11,06/05/11,93,107,03/01/10,08/27/10,11,12,01/21/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.222488038,0.869158879,14,1
SM-3614-40692,SM,7,7,OK,5,A,05/29/11,06/02/11,27,29,02/28/10,08/23/10,3,3,01/21/10,Other,0,West,5-8,5-8,,June,1,1,1-1,S,1,0.033251232,0.931034483,2,1
HC-3992-40624,HC,8,9,ID,6,A,03/22/11,03/27/11,9,10,01/30/10,09/04/10,8,2,01/21/10,Other,0,East Coast,5-8,>8,,March,5-8,5-8,5-8-5-8,H,1,0.01171875,0.9,1,0
HC-4071-40704,HC,7,8,CA,6,A,06/10/11,06/15/11,14,15,03/20/10,09/13/10,13,0,01/21/10,Southern California,0,East Coast,5-8,5-8,,June,2,2,2-2,H,1,0.011666667,0.933333333,1,0
HD-4096-40683,HD,8,9,IA,4,A,05/20/11,05/23/11,29,31,01/25/10,08/04/10,7,1,01/21/10,Other,0,East Coast,5-8,>8,,May,1,>8,1->8,H,0,0.062222222,0.933333333,2,0
HD-147-40681,HD,7,7,MN,3,A,05/18/11,05/20/11,29,32,02/01/10,08/28/10,3,4,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.030185005,0.911764706,3,1
HD-164-40705,HD,6,7,MN,4,A,06/11/11,06/14/11,23,24,03/09/10,08/22/10,4,2,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.055813953,0.96,1,0
HD-220-40705,HD,7,8,MN,4,A,06/11/11,06/14/11,24,25,03/12/10,08/25/10,2,1,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.055813953,0.96,1,0
HD-341-40691,HD,7,7,IL,5,T,05/28/11,06/01/11,34,37,01/26/10,08/28/10,3,2,01/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.106666667,0.914285714,3,1
HC-383-40703,HC,,,NV,5,A,06/09/11,06/13/11,23,25,01/29/10,01/29/10,13,1,01/22/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.041450777,0.923076923,2,1
HD-475-40691,HD,7,7,IL,5,T,05/28/11,06/01/11,30,33,01/27/10,08/29/10,2,2,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.106666667,0.914285714,3,1
HD-748-40698,HD,7,7,OK,4,A,06/04/11,06/07/11,33,39,01/25/10,08/31/10,4,6,01/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.03567788,0.853658537,6,1
HC-812-40617,HC,11,12,IA,5,A,03/15/11,03/19/11,50,53,02/25/10,09/30/10,4,3,01/22/10,Other,0,East Coast,>8,>8,>8->8,March,>8,>8,>8->8,H,1,0.106666667,0.941176471,3,0
SK-850-40646,SK,7,8,IA,5,A,04/13/11,04/17/11,13,14,01/31/10,09/06/10,3,0,01/22/10,Other,0,West,5-8,5-8,,April,5-8,5-8,5-8-5-8,S,1,0.026923077,0.933333333,1,0
HD-895-40703,HD,8,8,CA,5,A,06/09/11,06/13/11,28,32,01/29/10,08/27/10,11,3,01/22/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.038571429,0.870967742,4,0
HD-1040-40674,HD,9,,NV,6,A,05/11/11,05/16/11,54,59,02/04/10,08/10/10,11,5,01/22/10,Other,0,East Coast,5-8,Undefined,,May,1,5-8,1-5-8,H,0,0.076347305,0.910714286,5,1
HD-1137-40606,HD,8,9,TX,5,A,03/04/11,03/08/11,29,31,01/21/10,08/16/10,9,3,01/22/10,Houston,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.077333333,0.935483871,2,1
HD-1246-40588,HD,8,8,AR,5,A,02/14/11,02/18/11,11,12,01/26/10,09/19/10,0,2,01/22/10,Other,0,East Coast,5-8,5-8,,February,1,1,1-1,H,1,0.008461538,0.916666667,1,1
HD-1367-40703,HD,8,8,FL,4,A,06/09/11,06/12/11,32,35,01/24/10,08/02/10,9,4,01/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.032945736,0.918918919,3,1
HD-1463-40681,HD,8,8,MN,3,A,05/18/11,05/20/11,31,34,02/08/10,09/04/10,4,4,01/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.030185005,0.911764706,3,1
HD-1677-40614,HD,7,7,TX,4,A,03/12/11,03/15/11,10,12,02/06/10,08/21/10,0,3,01/22/10,Dallas,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,H,0,0.066666667,0.846153846,2,1
HC-1846-40703,HC,,,NV,5,A,06/09/11,06/13/11,24,26,01/27/10,01/27/10,14,2,01/22/10,Other,0,East Coast,Undefined,Undefined,,June,5-8,5-8,5-8-5-8,H,1,0.041450777,0.923076923,2,1
HD-1899-40706,HD,7,7,WI,4,A,06/12/11,06/15/11,65,72,01/21/10,09/11/10,3,7,01/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.092857143,0.902777778,7,1
HD-2037-40626,HD,9,9,WA,6,A,03/24/11,03/29/11,38,44,01/29/10,09/05/10,9,5,01/22/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.105263158,0.869565217,6,0
HD-2095-40674,HD,7,,NV,6,A,05/11/11,05/16/11,54,59,02/04/10,08/10/10,7,6,01/22/10,Other,0,East Coast,5-8,Undefined,,May,1,5-8,1-5-8,H,0,0.076347305,0.910714286,5,1
HD-2156-40611,HD,7,7,TX,8,A,03/09/11,03/16/11,80,90,01/21/10,08/08/10,10,10,01/22/10,Dallas,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.109517601,0.893617021,10,1
HD-2272-40706,HD,8,8,WI,4,A,06/12/11,06/15/11,62,69,01/22/10,09/12/10,3,9,01/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.092857143,0.902777778,7,1
HD-2445-40703,HD,9,9,CA,5,A,06/09/11,06/13/11,28,32,02/01/10,08/30/10,11,5,01/22/10,Northern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.038571429,0.870967742,4,0
HD-2510-40611,HD,7,7,TX,8,A,03/09/11,03/16/11,80,90,01/26/10,08/13/10,12,8,01/22/10,Dallas,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.109517601,0.893617021,10,1
HD-2935-40698,HD,7,7,OK,4,A,06/04/11,06/07/11,16,18,01/21/10,08/27/10,4,3,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,>8,>8,>8->8,H,1,0.023287671,0.894736842,2,0
HD-2941-40606,HD,8,9,TX,5,A,03/04/11,03/08/11,28,30,01/20/10,08/15/10,10,2,01/22/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.077333333,0.935483871,2,1
CD-3144-40636,CD,7,8,MO,3,A,04/03/11,04/05/11,21,22,01/18/10,09/03/10,3,2,01/22/10,Other,1,East Coast,5-8,5-8,,April,1,5-8,1-5-8,C,0,0.146853147,0.954545455,1,0
HD-3633-40588,HD,7,7,AR,5,A,02/14/11,02/18/11,12,13,01/27/10,09/20/10,0,1,01/22/10,Other,0,East Coast,5-8,5-8,,February,1,>8,1->8,H,0,0.008461538,0.916666667,1,1
SG-3676-40644,SG,13,13,MA,4,A,04/11/11,04/14/11,24,27,01/23/10,09/11/10,11,2,01/22/10,Other,0,West,>8,>8,,April,5-8,5-8,5-8-5-8,S,1,0.029655991,0.892857143,3,1
HD-3720-40703,HD,7,7,FL,4,A,06/09/11,06/12/11,34,37,01/25/10,08/03/10,10,2,01/22/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.032945736,0.918918919,3,1
HD-3736-40654,HD,8,8,CA,6,A,04/21/11,04/26/11,43,46,03/05/10,08/28/10,2,2,01/22/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.052767053,0.931818182,3,1
HD-3782-40698,HD,9,9,OK,4,A,06/04/11,06/07/11,37,43,01/21/10,08/27/10,3,8,01/22/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.03567788,0.853658537,6,1
HD-3855-40698,HD,7,7,OK,4,A,06/04/11,06/07/11,16,18,01/29/10,09/04/10,4,3,01/22/10,Other,0,East Coast,5-8,5-8,,June,>8,>8,>8->8,H,1,0.023287671,0.894736842,2,0
HD-3979-40614,HD,7,7,TX,4,A,03/12/11,03/15/11,11,13,02/05/10,08/20/10,0,2,01/22/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,March,1,1,1-1,H,1,0.066666667,0.846153846,2,1
HD-4009-40691,HD,6,7,OK,4,A,05/28/11,05/31/11,5,6,02/20/10,08/29/10,16,1,01/22/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.04,0.833333333,1,0
HD-4067-40626,HD,9,9,WA,6,A,03/24/11,03/29/11,42,48,01/23/10,08/30/10,6,7,01/22/10,Pacific Northwest,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.105263158,0.869565217,6,0
CD-4167-40636,CD,7,8,MO,3,A,04/03/11,04/05/11,21,22,01/26/10,09/11/10,2,1,01/22/10,Other,1,East Coast,5-8,5-8,,April,1,5-8,1-5-8,C,0,0.146853147,0.954545455,1,0
HD-358-40703,HD,9,9,CA,6,A,06/09/11,06/14/11,20,22,01/21/10,08/19/10,5,3,01/23/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.016949153,0.909090909,2,1
ST-1213-40647,ST,6,10,NJ,5,A,04/14/11,04/18/11,4,6,01/26/10,09/13/10,1,3,01/23/10,Other,0,West,5-8,>8,,April,5-8,5-8,5-8-5-8,S,1,0.007272727,0.666666667,2,0
HD-1349-40644,HD,9,9,MN,4,A,04/11/11,04/14/11,96,104,01/25/10,08/26/10,1,7,01/23/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.112903226,0.919191919,8,1
ST-1353-40647,ST,8,12,NJ,5,A,04/14/11,04/18/11,4,6,01/28/10,09/15/10,3,2,01/23/10,Other,0,West,5-8,>8,,April,5-8,5-8,5-8-5-8,S,1,0.007272727,0.666666667,2,0
HD-1666-40633,HD,8,8,WA,6,A,03/31/11,04/05/11,59,64,01/26/10,08/24/10,9,4,01/23/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.051666667,0.925373134,5,0
HD-1920-40703,HD,8,8,CA,6,A,06/09/11,06/14/11,19,21,01/20/10,08/18/10,4,2,01/23/10,Northern California,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.016949153,0.909090909,2,1
HD-1981-40662,HD,7,7,CA,5,A,04/29/11,05/03/11,34,38,01/28/10,08/20/10,0,3,01/23/10,Southern California,0,East Coast,5-8,5-8,,May,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.888888889,4,1
HC-2411-40684,HC,9,9,CA,10,A,05/21/11,05/30/11,50,57,01/28/10,01/28/10,4,8,01/23/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.125,0.877192982,7,1
HD-3070-40644,HD,8,8,MN,4,A,04/11/11,04/14/11,91,99,01/30/10,08/31/10,2,8,01/23/10,Other,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.112903226,0.919191919,8,1
HD-3104-40662,HD,8,8,CA,5,A,04/29/11,05/03/11,32,36,01/30/10,08/22/10,0,4,01/23/10,Southern California,0,East Coast,5-8,5-8,,May,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.888888889,4,1
HD-3358-40633,HD,7,7,WA,6,A,03/31/11,04/05/11,59,64,01/29/10,08/27/10,5,4,01/23/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,5-8,>8,5-8->8,H,0,0.051666667,0.925373134,5,0
HD-14-40669,HD,7,7,CA,6,A,05/06/11,05/11/11,25,27,01/28/10,08/26/10,0,1,01/26/10,Northern California,0,East Coast,5-8,5-8,,May,1,1,1-1,H,1,0.080645161,0.925925926,2,1
HD-209-40691,HD,6,7,TN,4,A,05/28/11,05/31/11,45,48,01/25/10,09/10/10,3,4,01/26/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.078181818,0.934782609,3,0
CD-508-40661,CD,7,7,CA,6,A,04/28/11,05/03/11,3,4,02/03/10,08/18/10,0,1,01/26/10,Southern California,1,East Coast,5-8,5-8,,May,1,1,1-1,C,1,0.014778325,0.75,1,1
HD-733-40705,HD,5,8,CA,5,A,06/11/11,06/15/11,12,13,01/31/10,09/21/10,5,2,01/26/10,Northern California,0,East Coast,<5,5-8,,June,2,5-8,2-5-8,H,0,0.047619048,0.928571429,1,0
HD-791-40625,HD,9,9,CO,4,A,03/23/11,03/26/11,33,37,02/07/10,08/30/10,2,4,01/26/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.03875,0.885714286,4,1
HD-925-40645,HD,7,9,IA,4,A,04/12/11,04/15/11,52,56,01/24/10,08/18/10,5,3,01/26/10,Other,1,East Coast,5-8,5-8,5-8-5-8,April,>8,>8,>8->8,H,1,0.458333333,0.93220339,4,0
HD-979-40691,HD,6,7,TN,4,A,05/28/11,05/31/11,41,44,01/26/10,09/11/10,5,2,01/26/10,Other,0,East Coast,5-8,5-8,,May,<5,<5,<5-<5,H,1,0.078181818,0.934782609,3,0
HD-996-40611,HD,6,7,AZ,6,A,03/09/11,03/14/11,7,8,02/15/10,09/01/10,4,0,01/26/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.008939974,0.875,1,1
HD-1115-40665,HD,8,8,KY,4,T,05/02/11,05/05/11,31,33,02/03/10,09/08/10,2,2,01/26/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.031,0.939393939,2,1
SM-1149-40709,SM,7,8,WI,5,A,06/15/11,06/19/11,7,8,01/28/10,09/18/10,0,0,01/26/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.035,0.875,1,0
HD-1360-40691,HD,9,9,NE,5,A,05/28/11,06/01/11,41,44,01/26/10,08/09/10,4,3,01/26/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.084479371,0.934782609,3,1
HD-1428-40698,HD,9,9,TX,5,A,06/04/11,06/08/11,37,39,02/11/10,08/08/10,0,2,01/26/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.048207664,0.951219512,2,1
HD-1442-40611,HD,6,7,AZ,6,A,03/09/11,03/14/11,7,8,02/10/10,08/27/10,6,1,01/26/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.008939974,0.875,1,1
HD-1475-40692,HD,7,7,CO,6,A,05/29/11,06/03/11,49,54,01/30/10,08/25/10,11,6,01/26/10,Other,0,East Coast,5-8,5-8,,June,2,>8,2->8,H,0,0.043297252,0.912280702,5,0
HD-1530-40584,HD,4,4,CA,6,A,02/10/11,02/15/11,31,35,02/04/10,09/03/10,1,5,01/26/10,Northern California,0,East Coast,<5,<5,,February,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.891891892,4,1
HD-1531-40584,HD,4,4,CA,6,A,02/10/11,02/15/11,33,37,02/01/10,08/31/10,1,5,01/26/10,Northern California,0,East Coast,<5,<5,<5-<5,February,Undefined,Undefined,Undefined-Undefined,H,1,NA,0.891891892,4,1
HD-1608-40698,HD,8,8,TX,5,A,06/04/11,06/08/11,41,43,02/03/10,07/31/10,0,3,01/26/10,Houston,0,East Coast,5-8,5-8,,June,<5,<5,<5-<5,H,1,0.048207664,0.951219512,2,1
HD-1619-40716,HD,7,7,CA,4,A,06/22/11,06/25/11,38,41,02/03/10,08/18/10,14,2,01/26/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.036,0.923076923,3,1
CD-1673-40639,CD,7,7,TX,5,A,04/06/11,04/10/11,3,4,02/10/10,08/13/10,0,1,01/26/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,C,1,0.02,0.75,1,1
HD-1736-40669,HD,7,7,CA,6,A,05/06/11,05/11/11,24,26,01/30/10,08/28/10,2,1,01/26/10,Northern California,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.080645161,0.925925926,2,1
HC-1738-40608,HC,7,7,CO,6,A,03/06/11,03/11/11,37,40,01/31/10,08/29/10,2,3,01/26/10,Other,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.111111111,0.921052632,3,0
CD-1744-40639,CD,7,7,TX,5,A,04/06/11,04/10/11,3,4,02/10/10,08/13/10,2,1,01/26/10,Houston,0,East Coast,5-8,5-8,,April,1,5-8,1-5-8,C,0,0.02,0.75,1,1
CD-1808-40614,CD,7,7,NM,5,A,03/12/11,03/16/11,28,31,01/20/10,08/12/10,7,3,01/26/10,Other,0,East Coast,5-8,5-8,,March,1,>8,1->8,C,0,0.020124913,0.90625,3,1
HD-1954-40652,HD,7,7,CA,7,A,04/19/11,04/25/11,34,37,01/25/10,09/02/10,6,3,01/26/10,Southern California,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.108626198,0.918918919,3,0
CD-2198-40626,CD,9,9,AZ,6,A,03/24/11,03/29/11,47,56,01/24/10,08/21/10,7,11,01/26/10,Other,0,East Coast,5-8,5-8,,March,2,2,2-2,C,1,0.081597222,0.839285714,9,1
HD-2229-40652,HD,9,9,CA,7,A,04/19/11,04/25/11,36,39,01/27/10,09/04/10,6,2,01/26/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,April,2,2,2-2,H,1,0.108626198,0.918918919,3,0
HD-2305-40700,HD,3,4,OK,4,A,06/06/11,06/09/11,13,14,01/22/10,08/20/10,3,1,01/26/10,Other,0,East Coast,<5,<5,,June,1,<5,1-<5,H,0,0.018469657,0.933333333,1,0
CD-2422-40638,CD,8,8,CA,7,A,04/05/11,04/11/11,49,56,01/26/10,09/20/10,14,9,01/26/10,Southern California,1,East Coast,5-8,5-8,,April,2,>8,2->8,C,0,0.061176471,0.881355932,7,1
